Id,Количество отправленных сообщений за период,Количество получаемых сообщений за период,Соотношение Полученных/Отправленных,Количество адресатов в отправляемых сообщениях,Количество сообщений с адресатами в поле «скрытая копия»,Количество сообщений с адресатами в поле «копия»,"Количество сообщений, прочитанных позднее времени получения",Среднее время ответа на сообщение.,"Количество сообщений, на которые произведен ответ",Количество дней между датой получения и датой прочтения сообщения,Количество символов текста в исходящих сообщениях,"Количество сообщений, отправленных вне рамок рабочего дня","Количество сообщений, отправленных без подписи",res
2581,16.0,24.0,1.5,6,1,0,2,2,13.0,1,397,4.0,0.0,False
2582,4.0,39.0,9.75,6,0,0,0,0,3.0,0,381,6.0,2.0,False
2583,2.0,4.0,2.0,1,0,0,0,0,1.0,0,386,0.0,0.0,False
2584,4.0,14.0,3.5,4,0,2,0,2,0.0,0,96,0.0,8.0,True
2586,8.0,0.0,0.0,3,0,0,7,1,0.0,0,170,0.0,0.0,True
2587,12.0,8.0,0.6666666666666666,10,0,2,6,2,5.0,1,342,0.0,2.0,False
2588,6.0,3.0,0.5,6,2,2,6,3,2.0,1,396,0.0,1.0,False
2589,6.0,61.0,10.166666666666666,4,0,0,0,2,0.0,1,71,0.0,31.0,True
2590,45.0,11.0,0.2444444444444444,14,0,0,2,4,10.0,0,281,2.0,0.0,False
2591,11.0,57.0,5.181818181818182,2,0,0,9,9,1.0,2,59,1.0,37.0,True
2592,1.0,5.0,5.0,9,0,0,0,0,1.0,0,470,1.0,0.0,False
2593,12.0,62.0,5.166666666666667,5,0,1,6,3,8.0,1,258,4.0,11.0,False
2594,1.0,16.0,16.0,2,0,0,0,1,0.0,1,144,0.0,10.0,True
2595,6.0,15.0,2.5,4,1,1,0,2,1.0,0,126,0.0,9.0,True
2596,35.0,14.0,0.4,6,0,1,2,4,11.0,0,268,3.0,0.0,False
2597,12.0,68.0,5.666666666666667,7,0,2,3,5,8.0,0,161,6.0,6.0,False
2598,15.0,18.0,1.2,13,0,3,7,3,10.0,0,244,3.0,2.0,False
2599,6.0,29.0,4.833333333333333,12,0,2,0,0,4.0,1,370,4.0,2.0,False
2601,29.0,23.0,0.7931034482758621,4,0,2,4,3,12.0,0,398,1.0,2.0,False
2602,9.0,3.0,0.3333333333333333,2,0,0,5,3,2.0,1,237,0.0,0.0,False
2603,4.0,5.0,1.25,4,0,0,3,1,2.0,2,399,1.0,0.0,False
2604,3.0,2.0,0.6666666666666666,4,0,0,0,1,1.0,1,333,0.0,0.0,False
2605,18.0,5.0,0.2777777777777778,5,0,0,6,4,3.0,1,336,0.0,1.0,False
2606,23.0,16.0,0.6956521739130435,6,0,0,7,4,10.0,1,185,0.0,4.0,False
2607,1.0,3.0,3.0,4,0,0,0,0,1.0,0,120,0.0,0.0,False
2608,10.0,77.0,7.7,12,0,0,5,3,6.0,0,253,9.0,17.0,False
2609,8.0,26.0,3.25,2,0,1,3,5,5.0,1,295,2.0,2.0,False
2611,6.0,28.0,4.666666666666667,4,0,1,0,2,2.0,1,78,0.0,17.0,True
2612,18.0,9.0,0.5,7,0,0,2,2,5.0,0,171,1.0,0.0,False
2613,1.0,8.0,8.0,10,0,0,0,2,1.0,0,234,1.0,1.0,False
2614,5.0,17.0,3.4,5,0,0,0,0,4.0,0,325,2.0,0.0,False
2615,2.0,3.0,1.5,4,0,1,0,0,1.0,0,238,0.0,0.0,False
2616,16.0,9.0,0.5625,9,0,1,4,2,5.0,0,387,1.0,0.0,False
2617,17.0,42.0,2.4705882352941178,7,0,2,3,5,9.0,1,210,3.0,3.0,False
2618,2.0,26.0,13.0,5,0,0,0,1,1.0,0,135,2.0,2.0,False
2619,19.0,12.0,0.631578947368421,12,0,2,0,0,9.0,1,224,2.0,0.0,False
2620,4.0,1.0,0.25,5,0,0,1,3,1.0,1,150,0.0,0.0,False
2622,15.0,34.0,2.2666666666666666,5,0,1,4,1,8.0,1,274,3.0,2.0,False
2623,7.0,6.0,0.8571428571428571,12,0,4,5,0,3.0,0,265,0.0,1.0,False
2626,8.0,0.0,0.0,11,0,1,6,1,0.0,0,197,0.0,0.0,False
2627,8.0,31.0,3.875,9,1,0,4,1,5.0,0,170,4.0,3.0,False
2628,4.0,60.0,15.0,11,0,0,0,0,3.0,0,441,8.0,3.0,False
2630,2.0,7.0,3.5,3,0,1,0,0,0.0,1,151,0.0,5.0,True
2631,21.0,36.0,1.7142857142857142,12,0,0,0,0,19.0,1,422,4.0,0.0,False
2632,11.0,40.0,3.636363636363636,4,0,1,1,1,6.0,0,262,4.0,0.0,False
2633,20.0,9.0,0.45,5,0,1,2,1,6.0,1,245,1.0,0.0,False
2634,12.0,78.0,6.5,9,0,0,2,2,9.0,1,235,15.0,1.0,False
2635,23.0,29.0,1.2608695652173914,13,0,0,2,3,16.0,0,246,5.0,0.0,False
2636,10.0,11.0,1.1,8,0,0,8,2,5.0,1,328,1.0,2.0,False
2638,19.0,2.0,0.1052631578947368,4,0,2,5,6,1.0,1,159,0.0,0.0,False
2639,7.0,27.0,3.857142857142857,10,3,0,5,3,4.0,1,309,1.0,6.0,False
2640,31.0,9.0,0.2903225806451613,8,0,0,0,0,7.0,1,215,1.0,0.0,False
2641,6.0,0.0,0.0,4,2,0,0,2,0.0,2,93,0.0,0.0,True
2642,27.0,25.0,0.925925925925926,13,0,0,2,5,19.0,0,448,3.0,2.0,False
2643,8.0,37.0,4.625,6,0,2,5,1,5.0,2,216,5.0,5.0,False
2644,10.0,0.0,0.0,5,0,1,8,1,0.0,2,230,0.0,0.0,False
2645,3.0,1.0,0.3333333333333333,4,0,0,1,1,1.0,1,119,0.0,0.0,False
2646,40.0,2.0,0.05,10,0,0,1,6,1.0,0,292,0.0,0.0,False
2647,12.0,30.0,2.5,13,0,0,6,2,7.0,1,383,3.0,6.0,False
2648,6.0,15.0,2.5,9,0,2,4,1,4.0,2,191,1.0,0.0,False
2649,14.0,10.0,0.7142857142857143,14,0,0,8,2,6.0,0,376,1.0,2.0,False
2650,2.0,4.0,2.0,0,0,0,0,1,0.0,0,113,0.0,3.0,True
2651,14.0,8.0,0.5714285714285714,7,0,2,8,2,4.0,1,387,1.0,2.0,False
2652,45.0,26.0,0.5777777777777777,9,0,1,3,4,15.0,0,344,3.0,1.0,False
2653,21.0,1.0,0.0476190476190476,3,0,1,4,1,1.0,2,338,0.0,0.0,False
2654,25.0,5.0,0.2,9,3,2,2,3,3.0,1,172,1.0,0.0,False
2655,3.0,4.0,1.3333333333333333,13,0,0,1,0,2.0,0,226,1.0,0.0,False
2656,31.0,4.0,0.1290322580645161,12,0,4,8,5,2.0,1,374,0.0,1.0,False
2657,52.0,14.0,0.2692307692307692,13,0,0,9,8,8.0,2,328,0.0,3.0,False
2658,9.0,25.0,2.7777777777777777,2,0,0,9,2,1.0,1,63,0.0,16.0,True
2659,20.0,33.0,1.65,4,0,0,2,6,12.0,1,214,4.0,3.0,False
2660,7.0,24.0,3.4285714285714284,7,2,0,3,3,4.0,0,127,2.0,2.0,False
2662,5.0,56.0,11.2,5,2,2,2,4,3.0,1,168,4.0,4.0,False
2663,5.0,13.0,2.6,3,0,1,0,2,0.0,0,96,0.0,8.0,True
2664,5.0,39.0,7.8,3,0,1,4,3,3.0,1,161,2.0,3.0,False
2665,5.0,13.0,2.6,3,0,1,3,4,3.0,0,219,1.0,1.0,False
2667,19.0,15.0,0.7894736842105263,9,0,0,8,3,10.0,1,285,1.0,2.0,False
2668,2.0,25.0,12.5,1,0,0,0,0,0.0,0,76,0.0,15.0,True
2669,29.0,36.0,1.2413793103448276,6,0,1,0,0,23.0,0,218,5.0,1.0,False
2670,18.0,54.0,3.0,3,0,1,7,10,2.0,0,149,0.0,35.0,True
2672,6.0,13.0,2.1666666666666665,13,0,3,2,1,4.0,0,418,1.0,0.0,False
2673,27.0,0.0,0.0,7,2,2,1,1,0.0,1,396,0.0,0.0,False
2674,3.0,61.0,20.33333333333333,7,0,2,1,2,2.0,0,353,11.0,5.0,False
2675,14.0,39.0,2.7857142857142856,8,0,0,5,3,8.0,0,300,6.0,4.0,False
2676,4.0,44.0,11.0,0,0,0,0,1,0.0,1,123,0.0,26.0,True
2677,2.0,3.0,1.5,12,0,0,0,1,1.0,1,306,0.0,1.0,False
2678,20.0,24.0,1.2,7,0,2,8,5,12.0,1,331,1.0,3.0,False
2679,23.0,7.0,0.3043478260869565,14,0,4,5,4,4.0,0,383,0.0,1.0,False
2680,1.0,22.0,22.0,2,1,1,0,0,1.0,1,386,3.0,1.0,False
2681,1.0,12.0,12.0,2,0,0,0,2,0.0,2,197,0.0,7.0,True
2682,27.0,7.0,0.2592592592592592,9,0,1,1,6,6.0,1,280,1.0,0.0,False
2683,8.0,38.0,4.75,4,0,0,2,4,5.0,0,243,4.0,3.0,False
2684,4.0,18.0,4.5,2,0,1,0,2,1.0,0,79,0.0,11.0,True
2686,18.0,9.0,0.5,2,0,0,8,9,0.0,0,65,0.0,6.0,True
2687,2.0,4.0,2.0,4,0,0,0,0,1.0,1,163,0.0,0.0,False
2688,1.0,0.0,0.0,0,0,0,0,1,0.0,2,185,0.0,0.0,True
2689,13.0,19.0,1.4615384615384617,4,0,0,3,2,9.0,1,341,2.0,2.0,False
2690,5.0,4.0,0.8,5,0,0,3,3,2.0,1,114,0.0,0.0,False
2691,1.0,8.0,8.0,4,0,1,0,0,1.0,0,292,0.0,1.0,False
2692,3.0,14.0,4.666666666666667,1,1,0,0,2,0.0,0,103,0.0,8.0,True
2693,17.0,128.0,7.529411764705882,7,0,0,2,1,11.0,1,392,15.0,1.0,False
2695,2.0,23.0,11.5,2,0,0,0,1,0.0,1,123,0.0,14.0,True
2696,2.0,7.0,3.5,1,0,0,1,0,1.0,1,244,1.0,0.0,False
2697,5.0,21.0,4.2,6,0,1,5,1,3.0,1,152,0.0,2.0,False
2698,10.0,30.0,3.0,4,0,2,8,7,0.0,0,93,0.0,15.0,True
2699,2.0,16.0,8.0,0,0,0,0,1,0.0,0,145,0.0,9.0,True
2700,11.0,3.0,0.2727272727272727,1,0,0,10,5,0.0,1,199,0.0,2.0,True
2701,1.0,7.0,7.0,1,0,1,0,1,1.0,0,223,1.0,1.0,False
2702,8.0,44.0,5.5,8,0,0,3,1,4.0,0,157,4.0,2.0,False
2703,13.0,2.0,0.1538461538461538,10,0,3,6,2,1.0,0,151,0.0,0.0,False
2704,7.0,33.0,4.714285714285714,2,0,0,7,2,0.0,0,157,0.0,23.0,True
2705,13.0,68.0,5.230769230769231,4,0,2,5,4,8.0,2,121,5.0,7.0,False
2706,5.0,5.0,1.0,2,0,0,2,5,3.0,0,116,1.0,0.0,False
2707,12.0,8.0,0.6666666666666666,9,0,0,2,2,5.0,0,376,1.0,0.0,False
2708,3.0,15.0,5.0,5,0,0,1,3,2.0,0,246,2.0,1.0,False
2709,5.0,22.0,4.4,3,1,0,0,2,1.0,1,69,0.0,13.0,True
2710,23.0,4.0,0.1739130434782608,3,0,1,2,3,2.0,2,236,1.0,0.0,False
2711,2.0,9.0,4.5,4,0,0,0,1,1.0,0,187,1.0,1.0,False
2712,6.0,93.0,15.5,4,0,0,3,2,4.0,1,116,5.0,7.0,False
2713,8.0,27.0,3.375,8,0,0,2,0,5.0,0,337,3.0,3.0,False
2714,4.0,24.0,6.0,6,0,3,1,0,3.0,2,215,2.0,2.0,False
2715,38.0,26.0,0.6842105263157895,14,0,6,0,0,22.0,1,386,4.0,2.0,False
2716,20.0,69.0,3.45,8,0,2,8,3,11.0,0,289,9.0,14.0,False
2717,24.0,0.0,0.0,12,1,1,6,3,0.0,0,309,0.0,0.0,False
2718,16.0,15.0,0.9375,6,0,0,0,0,13.0,1,358,3.0,0.0,False
2719,15.0,26.0,1.7333333333333334,7,0,0,2,2,8.0,1,195,3.0,0.0,False
2720,14.0,36.0,2.571428571428572,7,0,0,1,4,12.0,0,488,6.0,1.0,False
2721,14.0,16.0,1.1428571428571428,3,0,1,2,2,8.0,0,346,2.0,0.0,False
2722,7.0,5.0,0.7142857142857143,13,0,4,6,1,3.0,1,200,1.0,1.0,False
2723,2.0,3.0,1.5,1,0,1,0,1,1.0,0,284,0.0,0.0,False
2724,24.0,56.0,2.333333333333333,8,1,2,0,0,20.0,0,234,6.0,0.0,False
2726,12.0,2.0,0.1666666666666666,13,0,4,6,2,1.0,1,383,0.0,0.0,False
2727,24.0,38.0,1.5833333333333333,9,0,3,0,0,18.0,0,495,5.0,1.0,False
2728,42.0,1.0,0.0238095238095238,8,0,0,1,5,1.0,0,310,0.0,0.0,False
2729,2.0,26.0,13.0,8,1,0,0,1,1.0,1,167,1.0,5.0,False
2730,3.0,42.0,14.0,2,0,0,0,2,0.0,0,199,0.0,27.0,True
2731,4.0,5.0,1.25,12,2,0,0,2,3.0,2,231,0.0,1.0,False
2732,2.0,15.0,7.5,6,0,1,0,0,1.0,1,395,1.0,1.0,False
2733,18.0,11.0,0.6111111111111112,7,0,1,8,3,6.0,0,310,0.0,2.0,False
2734,17.0,14.0,0.8235294117647058,8,0,0,6,5,8.0,0,263,1.0,2.0,False
2735,10.0,2.0,0.2,8,0,1,2,1,1.0,1,248,0.0,0.0,False
2736,5.0,54.0,10.8,4,0,0,0,2,2.0,0,85,0.0,37.0,True
2737,22.0,4.0,0.1818181818181818,4,0,0,1,2,3.0,1,328,1.0,0.0,False
2738,10.0,0.0,0.0,5,0,2,2,4,0.0,1,131,0.0,0.0,False
2739,14.0,40.0,2.857142857142857,10,0,0,5,2,10.0,0,373,3.0,8.0,False
2741,2.0,19.0,9.5,3,0,1,0,2,0.0,1,190,0.0,12.0,True
2742,15.0,1.0,0.0666666666666666,12,0,0,6,3,1.0,1,368,0.0,0.0,False
2743,9.0,40.0,4.444444444444445,8,0,0,4,1,6.0,1,278,2.0,5.0,False
2744,4.0,3.0,0.75,3,0,0,0,2,0.0,0,172,0.0,2.0,True
2745,9.0,59.0,6.555555555555555,6,3,0,6,2,5.0,1,323,16.0,11.0,False
2746,13.0,4.0,0.3076923076923077,11,0,0,5,3,2.0,0,216,0.0,1.0,False
2747,22.0,39.0,1.7727272727272727,7,2,4,9,5,12.0,0,330,1.0,5.0,False
2748,7.0,3.0,0.4285714285714285,2,0,1,7,5,0.0,1,129,0.0,2.0,True
2749,25.0,16.0,0.64,8,0,0,6,3,10.0,1,328,1.0,2.0,False
2750,4.0,14.0,3.5,2,1,0,3,2,3.0,1,230,1.0,1.0,False
2752,2.0,4.0,2.0,3,0,0,0,1,0.0,0,118,0.0,2.0,True
2753,7.0,18.0,2.571428571428572,4,0,2,5,4,4.0,0,247,1.0,1.0,False
2754,4.0,6.0,1.5,5,2,0,0,0,3.0,1,217,1.0,1.0,False
2755,6.0,6.0,1.0,3,1,1,5,2,4.0,1,270,0.0,1.0,False
2756,9.0,38.0,4.222222222222222,12,0,2,6,1,6.0,0,214,6.0,5.0,False
2757,23.0,56.0,2.4347826086956523,7,0,0,1,4,18.0,0,479,6.0,3.0,False
2758,1.0,2.0,2.0,3,0,1,0,1,0.0,1,141,0.0,1.0,True
2759,42.0,36.0,0.8571428571428571,14,1,2,0,0,29.0,0,328,7.0,0.0,False
2760,6.0,77.0,12.833333333333334,10,0,0,6,3,4.0,0,287,0.0,13.0,False
2761,2.0,21.0,10.5,7,0,0,0,1,1.0,0,313,2.0,4.0,False
2762,12.0,6.0,0.5,7,0,1,2,6,4.0,1,288,0.0,1.0,False
2763,4.0,41.0,10.25,4,0,3,0,0,2.0,1,397,5.0,1.0,False
2764,8.0,22.0,2.75,7,0,2,5,3,5.0,0,357,2.0,3.0,False
2765,15.0,86.0,5.733333333333333,9,0,0,6,2,8.0,0,209,18.0,9.0,False
2766,19.0,67.0,3.526315789473684,6,0,1,2,6,11.0,1,140,5.0,5.0,False
2767,1.0,19.0,19.0,2,0,0,0,0,1.0,1,310,2.0,0.0,False
2768,9.0,34.0,3.7777777777777777,5,0,0,8,1,5.0,1,251,4.0,5.0,False
2769,13.0,83.0,6.384615384615385,8,0,1,4,1,7.0,1,161,7.0,2.0,False
2770,30.0,10.0,0.3333333333333333,6,0,0,9,7,5.0,1,150,2.0,2.0,False
2772,18.0,87.0,4.833333333333333,13,0,2,2,3,14.0,0,371,11.0,6.0,False
2773,35.0,51.0,1.457142857142857,8,2,1,2,6,29.0,0,466,8.0,1.0,False
2774,37.0,34.0,0.918918918918919,10,0,0,1,4,28.0,0,398,6.0,1.0,False
2775,17.0,51.0,3.0,3,1,1,7,8,2.0,0,136,0.0,30.0,True
2776,13.0,85.0,6.538461538461538,7,0,0,3,5,8.0,1,164,6.0,7.0,False
2777,13.0,9.0,0.6923076923076923,7,0,2,6,2,6.0,1,363,1.0,2.0,False
2778,20.0,2.0,0.1,3,0,0,1,2,1.0,1,346,0.0,0.0,False
2779,20.0,94.0,4.7,4,0,1,4,5,10.0,1,125,11.0,9.0,False
2781,11.0,132.0,12.0,6,0,0,4,4,7.0,1,295,12.0,13.0,False
2783,27.0,50.0,1.851851851851852,4,0,1,2,6,14.0,1,124,3.0,4.0,False
2784,22.0,80.0,3.636363636363636,6,0,2,6,3,13.0,0,243,2.0,15.0,False
2785,24.0,94.0,3.9166666666666665,6,0,0,4,1,12.0,0,263,13.0,9.0,False
2786,12.0,15.0,1.25,3,0,1,10,7,6.0,2,104,0.0,9.0,True
2788,25.0,8.0,0.32,1,0,0,7,10,1.0,0,168,0.0,5.0,True
2789,17.0,72.0,4.235294117647059,7,0,0,8,2,9.0,1,299,14.0,11.0,False
2790,17.0,3.0,0.1764705882352941,11,0,3,8,2,2.0,0,293,0.0,1.0,False
2792,33.0,61.0,1.8484848484848484,5,0,0,4,1,19.0,0,225,8.0,8.0,False
2793,25.0,23.0,0.92,5,0,0,1,3,16.0,1,281,2.0,2.0,False
2795,13.0,100.0,7.6923076923076925,4,2,1,5,5,7.0,1,169,5.0,9.0,False
2796,49.0,4.0,0.0816326530612244,11,0,1,3,3,3.0,0,236,0.0,0.0,False
2797,46.0,47.0,1.0217391304347827,10,0,0,4,4,27.0,1,287,6.0,0.0,False
2798,28.0,46.0,1.6428571428571428,4,3,1,3,6,18.0,1,280,4.0,4.0,False
2799,18.0,35.0,1.9444444444444444,5,2,0,5,6,12.0,0,205,4.0,3.0,False
2800,39.0,83.0,2.128205128205128,5,0,2,8,9,27.0,0,368,8.0,15.0,False
2801,12.0,65.0,5.416666666666667,13,0,0,7,2,6.0,1,181,15.0,12.0,False
2802,34.0,18.0,0.5294117647058824,6,0,0,3,2,10.0,2,165,1.0,0.0,False
2804,5.0,9.0,1.8,11,0,3,1,2,4.0,0,214,2.0,0.0,False
2805,6.0,39.0,6.5,3,0,1,0,2,1.0,0,57,0.0,27.0,True
2806,17.0,64.0,3.764705882352941,2,0,1,4,5,10.0,1,170,6.0,5.0,False
2807,33.0,11.0,0.3333333333333333,11,0,5,5,6,6.0,1,340,0.0,2.0,False
2808,18.0,102.0,5.666666666666667,5,0,2,5,6,12.0,1,243,8.0,9.0,False
2809,17.0,2.0,0.1176470588235294,5,0,0,5,3,1.0,2,162,0.0,0.0,False
2810,10.0,26.0,2.6,1,0,1,8,3,3.0,0,104,0.0,18.0,True
2811,43.0,57.0,1.3255813953488371,10,0,3,8,8,26.0,1,167,9.0,11.0,False
2812,2.0,30.0,15.0,5,0,1,0,0,1.0,0,380,6.0,1.0,False
2813,40.0,67.0,1.675,4,0,1,1,4,28.0,1,231,10.0,0.0,False
2816,19.0,78.0,4.105263157894737,12,0,0,1,3,14.0,0,286,10.0,2.0,False
2817,18.0,74.0,4.111111111111111,9,0,3,7,3,9.0,0,336,7.0,12.0,False
2818,28.0,6.0,0.2142857142857142,5,0,2,5,6,3.0,0,201,0.0,1.0,False
2820,45.0,37.0,0.8222222222222222,6,0,0,2,3,23.0,0,248,2.0,0.0,False
2821,30.0,74.0,2.466666666666667,5,0,2,2,5,23.0,0,449,13.0,3.0,False
2822,44.0,66.0,1.5,14,0,2,5,8,23.0,1,296,3.0,15.0,False
2823,18.0,93.0,5.166666666666667,7,0,2,7,4,10.0,0,238,10.0,23.0,False
2824,6.0,51.0,8.5,6,0,2,3,1,3.0,1,292,6.0,3.0,False
2825,55.0,47.0,0.8545454545454545,4,0,1,2,3,25.0,0,269,6.0,3.0,False
2826,25.0,137.0,5.48,7,0,0,6,3,16.0,0,268,13.0,17.0,False
2827,3.0,42.0,14.0,0,0,0,0,1,1.0,0,139,0.0,28.0,True
2829,17.0,67.0,3.941176470588236,7,0,1,2,2,9.0,1,378,9.0,2.0,False
2831,29.0,89.0,3.0689655172413794,2,0,0,2,7,15.0,0,141,5.0,7.0,False
2832,44.0,34.0,0.7727272727272727,11,3,0,2,6,30.0,0,419,4.0,0.0,False
2833,2.0,26.0,13.0,2,0,0,0,0,0.0,1,192,0.0,15.0,True
2835,8.0,4.0,0.5,8,0,0,7,3,2.0,1,347,0.0,1.0,False
2837,15.0,57.0,3.8,2,0,1,2,5,10.0,1,189,6.0,5.0,False
2839,47.0,6.0,0.1276595744680851,6,0,0,2,3,3.0,0,171,0.0,0.0,False
2840,3.0,29.0,9.666666666666666,2,0,0,0,0,2.0,1,331,2.0,3.0,False
2841,47.0,63.0,1.3404255319148937,16,0,0,2,5,40.0,0,203,9.0,0.0,False
2842,24.0,135.0,5.625,4,0,2,2,6,15.0,0,127,8.0,10.0,False
2843,45.0,69.0,1.5333333333333334,9,0,2,2,4,30.0,1,216,9.0,0.0,False
2845,38.0,24.0,0.631578947368421,4,0,0,3,3,15.0,0,315,2.0,0.0,False
2847,23.0,6.0,0.2608695652173913,10,0,0,5,5,4.0,0,249,0.0,1.0,False
2848,50.0,151.0,3.02,8,0,3,0,0,39.0,0,234,22.0,4.0,False
2849,9.0,52.0,5.777777777777778,4,0,0,5,4,6.0,1,276,3.0,4.0,False
2850,44.0,43.0,0.9772727272727272,12,0,0,6,5,26.0,1,313,1.0,9.0,False
2851,45.0,43.0,0.9555555555555556,3,0,1,1,3,30.0,0,388,6.0,1.0,False
2852,22.0,20.0,0.9090909090909092,5,0,3,5,5,12.0,0,299,4.0,5.0,False
2853,6.0,55.0,9.166666666666666,10,0,0,2,3,5.0,0,337,9.0,3.0,False
2855,38.0,96.0,2.526315789473684,4,0,0,2,5,22.0,0,145,8.0,8.0,False
2857,14.0,54.0,3.857142857142857,4,0,1,7,8,3.0,0,171,0.0,31.0,True
2860,5.0,11.0,2.2,2,0,1,0,2,2.0,0,182,0.0,8.0,True
2861,8.0,70.0,8.75,11,0,2,8,2,4.0,1,279,8.0,10.0,False
2862,28.0,83.0,2.9642857142857144,6,0,0,2,1,17.0,1,282,7.0,0.0,False
2863,23.0,20.0,0.8695652173913043,3,0,0,2,7,12.0,0,113,2.0,2.0,False
2864,17.0,71.0,4.176470588235294,7,1,0,7,5,9.0,1,216,2.0,12.0,False
2865,16.0,93.0,5.8125,12,0,2,5,4,10.0,1,299,4.0,14.0,False
2866,43.0,11.0,0.2558139534883721,3,0,0,4,4,7.0,1,282,2.0,0.0,False
2867,29.0,65.0,2.2413793103448274,6,0,1,1,4,22.0,0,331,10.0,2.0,False
2868,7.0,54.0,7.714285714285714,1,0,1,7,2,1.0,1,91,0.0,32.0,True
2869,3.0,53.0,17.666666666666668,0,0,0,0,1,0.0,0,83,0.0,35.0,True
2870,11.0,44.0,4.0,4,1,0,9,9,2.0,1,178,0.0,24.0,True
2871,20.0,18.0,0.9,5,2,0,2,6,11.0,1,181,1.0,2.0,False
2872,32.0,8.0,0.25,10,0,0,9,7,5.0,1,330,1.0,2.0,False
2873,8.0,9.0,1.125,3,1,1,3,0,5.0,0,237,1.0,0.0,False
2875,7.0,37.0,5.285714285714286,2,0,1,7,6,3.0,0,64,0.0,23.0,True
2877,33.0,39.0,1.181818181818182,4,2,2,3,4,18.0,1,396,6.0,1.0,False
2878,21.0,78.0,3.7142857142857135,4,0,0,4,5,12.0,0,137,7.0,7.0,False
2881,22.0,80.0,3.636363636363636,3,0,1,5,5,11.0,1,135,5.0,7.0,False
2882,22.0,97.0,4.409090909090909,14,0,5,7,3,14.0,0,305,14.0,13.0,False
2883,12.0,13.0,1.0833333333333333,7,0,0,3,1,7.0,1,228,2.0,0.0,False
2884,44.0,33.0,0.75,8,0,0,1,3,21.0,1,209,3.0,1.0,False
2885,17.0,79.0,4.647058823529412,3,0,1,4,5,11.0,1,246,8.0,8.0,False
2886,21.0,67.0,3.1904761904761907,4,0,0,4,2,13.0,0,297,4.0,8.0,False
2887,25.0,24.0,0.96,12,0,0,9,4,15.0,0,374,0.0,4.0,False
2889,18.0,96.0,5.333333333333333,5,1,2,2,6,10.0,0,252,10.0,7.0,False
2890,23.0,49.0,2.130434782608696,3,0,1,4,5,13.0,0,148,5.0,4.0,False
2891,14.0,80.0,5.714285714285714,6,0,0,0,0,11.0,0,441,13.0,0.0,False
2892,7.0,39.0,5.571428571428571,10,0,0,2,3,6.0,1,313,5.0,2.0,False
2893,15.0,33.0,2.2,4,0,0,8,9,0.0,1,56,0.0,22.0,True
2894,22.0,86.0,3.909090909090909,4,0,1,4,1,12.0,1,186,10.0,0.0,False
2895,5.0,18.0,3.6,7,0,2,5,1,3.0,2,270,0.0,3.0,False
2896,48.0,47.0,0.9791666666666666,16,0,5,2,6,38.0,1,362,8.0,3.0,False
2897,10.0,57.0,5.7,3,1,1,3,4,5.0,0,132,4.0,5.0,False
2898,37.0,47.0,1.2702702702702702,6,0,0,3,6,25.0,1,141,4.0,3.0,False
2900,38.0,3.0,0.0789473684210526,13,0,4,9,7,2.0,2,338,0.0,1.0,False
2902,55.0,18.0,0.3272727272727272,4,0,1,4,2,10.0,1,288,2.0,0.0,False
2903,32.0,46.0,1.4375,3,0,1,5,6,20.0,0,275,5.0,4.0,False
2906,32.0,9.0,0.28125,7,0,0,4,3,5.0,0,256,1.0,0.0,False
2907,4.0,39.0,9.75,7,0,0,0,2,3.0,2,306,3.0,9.0,False
2910,10.0,66.0,6.6,3,0,0,9,1,0.0,0,64,0.0,33.0,True
2912,2.0,43.0,21.5,0,0,0,0,1,0.0,1,142,1.0,30.0,True
2915,11.0,33.0,3.0,2,0,1,4,5,8.0,1,169,3.0,3.0,False
2916,26.0,55.0,2.1153846153846154,11,0,0,2,3,21.0,0,495,10.0,0.0,False
2918,55.0,58.0,1.0545454545454545,11,0,3,1,4,44.0,0,405,7.0,3.0,False
2919,55.0,44.0,0.8,15,0,0,2,5,38.0,0,334,8.0,1.0,False
2920,8.0,62.0,7.75,1,0,0,7,2,4.0,0,122,0.0,32.0,True
2921,33.0,24.0,0.7272727272727273,8,0,0,6,4,14.0,0,305,1.0,4.0,False
2922,43.0,44.0,1.0232558139534884,2,0,0,3,5,25.0,2,291,3.0,3.0,False
2923,36.0,38.0,1.0555555555555556,10,0,1,1,6,29.0,0,285,4.0,0.0,False
2924,13.0,10.0,0.7692307692307693,3,0,1,3,6,6.0,2,111,1.0,1.0,False
2925,18.0,46.0,2.555555555555556,4,0,0,7,10,6.0,1,78,0.0,27.0,True
2926,10.0,31.0,3.1,14,0,0,5,3,6.0,0,161,3.0,7.0,False
2927,32.0,80.0,2.5,13,0,3,0,0,24.0,0,480,15.0,3.0,False
2928,10.0,39.0,3.9,6,0,0,2,3,9.0,0,277,6.0,0.0,False
2929,25.0,8.0,0.32,2,0,2,5,6,5.0,1,170,1.0,1.0,False
2930,15.0,69.0,4.6,2,0,1,10,8,2.0,1,97,0.0,37.0,True
2932,23.0,110.0,4.782608695652174,6,0,3,6,5,13.0,1,226,9.0,25.0,False
2933,51.0,9.0,0.1764705882352941,6,0,0,6,7,5.0,1,194,0.0,1.0,False
2934,39.0,9.0,0.2307692307692307,9,0,0,0,0,7.0,0,324,2.0,1.0,False
2936,15.0,27.0,1.8,4,0,0,8,8,0.0,1,185,0.0,15.0,True
