,Количество отправленных сообщений за период,Количество получаемых сообщений за период,Соотношение Полученных/Отправленных,Количество адресатов в отправляемых сообщениях,Количество сообщений с адресатами в поле «скрытая копия»,Количество сообщений с адресатами в поле «копия»,"Количество сообщений, прочитанных позднее времени получения",Среднее время ответа на сообщение.,"Количество сообщений, на которые произведен ответ",Количество дней между датой получения и датой прочтения сообщения,Количество символов текста в исходящих сообщениях,"Количество сообщений, отправленных вне рамок рабочего дня","Количество сообщений, отправленных без подписи",res
138,32.0,9.0,0.28125,7,0,0,4,3,5.0,0,256,1.0,0.0,False
139,4.0,39.0,9.75,7,0,0,0,2,3.0,2,306,3.0,9.0,False
140,13.0,101.0,7.769230769230769,3,0,1,8,9,1.0,0,195,0.0,51.0,True
141,28.0,57.0,2.0357142857142856,1,0,0,7,12,7.0,0,87,0.0,39.0,True
142,10.0,66.0,6.6,3,0,0,9,1,0.0,0,64,0.0,33.0,True
143,16.0,105.0,6.5625,4,0,2,9,8,3.0,0,65,1.0,73.0,True
144,2.0,43.0,21.5,0,0,0,0,1,0.0,1,142,1.0,30.0,True
145,2.0,79.0,39.5,12,0,1,0,0,1.0,1,294,20.0,17.0,False
146,1.0,34.0,34.0,12,0,7,0,2,1.0,1,360,4.0,5.0,False
147,11.0,33.0,3.0,2,0,1,4,5,8.0,1,169,3.0,3.0,False
148,26.0,55.0,2.1153846153846154,11,0,0,2,3,21.0,0,495,10.0,0.0,False
149,28.0,191.0,6.821428571428571,6,0,0,4,7,16.0,0,157,23.0,17.0,False
150,55.0,58.0,1.0545454545454545,11,0,3,1,4,44.0,0,405,7.0,3.0,False
151,55.0,44.0,0.8,15,0,0,2,5,38.0,0,334,8.0,1.0,False
152,8.0,62.0,7.75,1,0,0,7,2,4.0,0,122,0.0,32.0,True
153,33.0,24.0,0.7272727272727273,8,0,0,6,4,14.0,0,305,1.0,4.0,False
154,43.0,44.0,1.0232558139534884,2,0,0,3,5,25.0,2,291,3.0,3.0,False
155,36.0,38.0,1.0555555555555556,10,0,1,1,6,29.0,0,285,4.0,0.0,False
156,13.0,10.0,0.7692307692307693,3,0,1,3,6,6.0,2,111,1.0,1.0,False
157,18.0,46.0,2.5555555555555554,4,0,0,7,10,6.0,1,78,0.0,27.0,True
158,10.0,31.0,3.1,14,0,0,5,3,6.0,0,161,3.0,7.0,False
159,32.0,80.0,2.5,13,0,3,0,0,24.0,0,480,15.0,3.0,False
160,10.0,39.0,3.9,6,0,0,2,3,9.0,0,277,6.0,0.0,False
161,25.0,8.0,0.32,2,0,2,5,6,5.0,1,170,1.0,1.0,False
162,15.0,69.0,4.6,2,0,1,10,8,2.0,1,97,0.0,37.0,True
163,16.0,71.0,4.4375,4,0,1,8,8,3.0,2,149,0.0,47.0,True
164,23.0,110.0,4.782608695652174,6,0,3,6,5,13.0,1,226,9.0,25.0,False
165,51.0,9.0,0.17647058823529413,6,0,0,6,7,5.0,1,194,0.0,1.0,False
166,39.0,9.0,0.23076923076923078,9,0,0,0,0,7.0,0,324,2.0,1.0,False
167,25.0,77.0,3.08,4,2,0,8,8,10.0,1,73,0.0,44.0,True
168,15.0,27.0,1.8,4,0,0,8,8,0.0,1,185,0.0,15.0,True
169,17.0,112.0,6.588235294117647,2,0,0,2,6,11.0,0,279,13.0,8.0,False
170,20.0,48.0,2.4,4,0,2,2,6,11.0,1,256,3.0,4.0,False
171,43.0,43.0,1.0,15,0,0,7,5,24.0,1,365,1.0,8.0,False
172,26.0,66.0,2.5384615384615383,3,0,0,2,1,16.0,0,389,8.0,8.0,False
173,3.0,56.0,18.666666666666668,3,1,0,0,1,1.0,0,93,0.0,34.0,True
174,34.0,72.0,2.1176470588235294,4,0,1,4,4,20.0,1,181,8.0,7.0,False
175,23.0,117.0,5.086956521739131,3,0,2,3,2,13.0,1,317,8.0,7.0,False
176,6.0,48.0,8.0,2,0,0,0,2,0.0,2,177,0.0,32.0,True
177,28.0,84.0,3.0,3,0,2,5,5,18.0,1,226,6.0,7.0,False
178,28.0,76.0,2.7142857142857144,9,0,0,6,6,18.0,1,314,6.0,14.0,False
179,41.0,95.0,2.317073170731707,14,0,1,2,5,33.0,0,305,12.0,4.0,False
180,34.0,89.0,2.6176470588235294,3,1,1,3,3,23.0,2,205,6.0,1.0,False
181,23.0,141.0,6.130434782608695,13,0,1,1,5,21.0,1,390,20.0,1.0,False
182,22.0,50.0,2.272727272727273,13,0,2,5,5,11.0,1,271,7.0,7.0,False
183,37.0,74.0,2.0,8,0,1,2,4,22.0,0,232,9.0,1.0,False
184,27.0,71.0,2.6296296296296298,2,0,0,5,5,15.0,1,104,4.0,5.0,False
185,13.0,87.0,6.6923076923076925,3,0,0,10,9,6.0,1,172,0.0,60.0,True
186,41.0,85.0,2.073170731707317,12,0,1,6,8,21.0,1,315,24.0,21.0,False
187,20.0,17.0,0.85,8,0,0,6,4,9.0,0,359,2.0,3.0,False
188,27.0,20.0,0.7407407407407407,8,0,0,1,4,15.0,0,364,2.0,1.0,False
189,38.0,2.0,0.05263157894736842,5,0,0,2,6,2.0,0,384,0.0,0.0,False
190,13.0,4.0,0.3076923076923077,6,0,0,6,3,3.0,1,296,1.0,0.0,False
191,11.0,152.0,13.818181818181818,4,0,2,3,0,6.0,0,385,14.0,12.0,False
192,7.0,111.0,15.857142857142858,4,0,0,7,1,1.0,2,122,0.0,64.0,True
193,34.0,44.0,1.2941176470588236,8,0,1,4,3,23.0,1,322,5.0,0.0,False
194,24.0,68.0,2.8333333333333335,7,0,0,2,3,14.0,1,277,4.0,1.0,False
195,5.0,56.0,11.2,1,0,1,0,2,1.0,0,119,0.0,31.0,True
196,20.0,74.0,3.7,6,0,1,5,5,11.0,0,260,5.0,5.0,False
197,35.0,91.0,2.6,9,0,0,7,5,24.0,2,153,10.0,10.0,False
198,6.0,126.0,21.0,13,0,0,0,0,5.0,0,392,18.0,1.0,False
199,18.0,92.0,5.111111111111111,11,0,0,2,4,13.0,1,401,17.0,5.0,False
200,42.0,57.0,1.3571428571428572,6,0,2,2,4,35.0,0,290,9.0,0.0,False
201,45.0,79.0,1.7555555555555555,5,0,2,2,4,40.0,0,241,11.0,1.0,False
202,1.0,55.0,55.0,4,0,1,0,0,1.0,1,171,6.0,5.0,False
203,13.0,54.0,4.153846153846154,3,0,1,3,1,7.0,0,219,4.0,4.0,False
204,26.0,70.0,2.6923076923076925,7,0,0,8,3,13.0,0,194,8.0,16.0,False
205,14.0,24.0,1.7142857142857142,1,0,0,9,9,0.0,1,104,0.0,17.0,True
206,2.0,17.0,8.5,4,0,0,0,1,0.0,1,175,0.0,12.0,True
207,6.0,140.0,23.333333333333332,3,0,1,0,2,0.0,1,159,1.0,72.0,True
208,4.0,11.0,2.75,14,0,3,0,1,2.0,1,312,1.0,2.0,False
209,10.0,64.0,6.4,2,0,1,7,4,0.0,0,186,0.0,40.0,True
210,43.0,105.0,2.441860465116279,13,0,0,8,9,24.0,0,335,12.0,20.0,False
211,13.0,40.0,3.076923076923077,5,0,1,3,6,8.0,1,218,4.0,3.0,False
212,5.0,74.0,14.8,1,0,0,0,2,2.0,1,152,1.0,45.0,True
213,6.0,18.0,3.0,7,0,0,4,0,4.0,0,345,2.0,0.0,False
214,58.0,190.0,3.2758620689655173,7,0,0,5,2,40.0,1,205,12.0,8.0,False
215,16.0,39.0,2.4375,10,2,0,8,2,11.0,1,177,0.0,5.0,False
216,9.0,89.0,9.88888888888889,8,0,1,4,0,6.0,0,190,13.0,0.0,False
217,1.0,8.0,8.0,0,0,0,0,0,1.0,0,199,1.0,0.0,False
218,1.0,35.0,35.0,4,0,2,0,2,0.0,0,86,0.0,24.0,True
219,22.0,57.0,2.590909090909091,13,0,4,8,4,15.0,1,348,2.0,13.0,False
220,26.0,60.0,2.3076923076923075,7,0,2,2,5,16.0,1,245,4.0,6.0,False
221,8.0,44.0,5.5,1,0,0,7,7,1.0,0,95,0.0,22.0,True
222,12.0,61.0,5.083333333333333,9,0,3,7,3,8.0,0,298,8.0,7.0,False
223,52.0,53.0,1.0192307692307692,6,0,0,5,3,28.0,1,178,5.0,3.0,False
224,41.0,3.0,0.07317073170731707,6,0,0,4,4,2.0,1,197,0.0,0.0,False
225,23.0,101.0,4.391304347826087,9,0,0,2,3,18.0,0,358,11.0,5.0,False
226,61.0,154.0,2.5245901639344264,13,0,0,4,5,40.0,0,339,21.0,12.0,False
227,32.0,137.0,4.28125,3,0,1,4,1,21.0,2,356,10.0,5.0,False
228,34.0,89.0,2.6176470588235294,8,0,0,1,2,21.0,1,202,11.0,14.0,False
229,30.0,17.0,0.5666666666666667,8,1,2,1,3,15.0,0,381,3.0,1.0,False
230,46.0,64.0,1.391304347826087,8,0,0,1,4,33.0,0,302,7.0,0.0,False
231,14.0,113.0,8.071428571428571,1,0,0,7,8,4.0,0,115,0.0,63.0,True
232,6.0,98.0,16.333333333333332,4,0,2,3,0,4.0,1,202,12.0,0.0,False
233,12.0,62.0,5.166666666666667,7,0,0,5,3,8.0,1,360,2.0,13.0,False
234,18.0,8.0,0.4444444444444444,2,0,0,3,5,6.0,0,140,1.0,1.0,False
235,29.0,47.0,1.6206896551724137,4,0,0,3,5,15.0,0,148,3.0,4.0,False
236,1.0,130.0,130.0,7,0,0,0,0,1.0,0,207,17.0,8.0,False
237,48.0,57.0,1.1875,16,0,1,6,6,30.0,2,368,0.0,7.0,False
238,12.0,40.0,3.3333333333333335,4,0,0,7,9,2.0,0,125,1.0,24.0,True
239,28.0,151.0,5.392857142857143,11,0,1,6,5,18.0,0,321,0.0,36.0,False
240,20.0,49.0,2.45,3,0,1,3,6,12.0,1,235,4.0,3.0,False
241,9.0,44.0,4.888888888888889,1,0,0,8,9,1.0,1,168,0.0,24.0,True
242,22.0,44.0,2.0,5,0,0,9,5,12.0,1,391,2.0,8.0,False
243,64.0,114.0,1.78125,5,0,0,2,7,38.0,1,164,10.0,3.0,False
244,7.0,121.0,17.285714285714285,6,0,0,1,0,5.0,0,279,14.0,0.0,False
245,17.0,64.0,3.764705882352941,7,0,2,6,5,12.0,0,355,0.0,13.0,False
246,19.0,79.0,4.157894736842105,7,0,0,6,4,10.0,2,380,7.0,9.0,False
247,48.0,44.0,0.9166666666666666,2,0,0,4,4,28.0,1,266,5.0,4.0,False
248,17.0,75.0,4.411764705882353,8,0,2,1,4,15.0,0,224,12.0,2.0,False
249,48.0,6.0,0.125,5,0,2,4,3,4.0,0,282,1.0,0.0,False
250,14.0,30.0,2.142857142857143,10,0,3,2,3,11.0,0,425,4.0,0.0,False
251,36.0,135.0,3.75,4,0,0,4,2,25.0,1,232,15.0,1.0,False
252,10.0,6.0,0.6,6,0,2,6,3,4.0,0,375,1.0,1.0,False
253,33.0,55.0,1.6666666666666667,11,0,0,1,4,24.0,1,473,10.0,0.0,False
254,54.0,16.0,0.2962962962962963,8,0,0,2,7,14.0,0,494,3.0,0.0,False
255,26.0,75.0,2.8846153846153846,9,0,0,4,1,15.0,0,395,10.0,1.0,False
256,23.0,29.0,1.2608695652173914,11,0,2,6,3,14.0,0,315,1.0,6.0,False
257,16.0,126.0,7.875,9,0,1,8,3,10.0,1,165,14.0,27.0,False
258,11.0,159.0,14.454545454545455,6,0,0,2,3,8.0,0,265,28.0,3.0,False
259,20.0,27.0,1.35,2,1,0,4,5,10.0,1,209,2.0,2.0,False
260,1.0,54.0,54.0,4,0,2,0,1,0.0,1,57,0.0,30.0,True
261,59.0,105.0,1.7796610169491525,13,0,0,2,8,52.0,1,423,13.0,2.0,False
262,24.0,40.0,1.6666666666666667,7,0,0,3,6,13.0,0,153,3.0,4.0,False
263,58.0,70.0,1.206896551724138,9,0,0,4,4,33.0,0,299,7.0,2.0,False
264,22.0,95.0,4.318181818181818,7,0,0,6,3,12.0,1,310,14.0,21.0,False
265,5.0,43.0,8.6,1,0,0,0,2,1.0,0,124,0.0,29.0,True
266,13.0,71.0,5.461538461538462,3,0,0,8,9,2.0,0,68,0.0,38.0,True
267,54.0,53.0,0.9814814814814815,6,0,0,5,3,35.0,1,343,3.0,1.0,False
268,7.0,94.0,13.428571428571429,4,0,0,5,5,4.0,0,116,8.0,8.0,False
269,18.0,35.0,1.9444444444444444,11,0,2,0,0,15.0,0,342,6.0,3.0,False
270,7.0,7.0,1.0,1,0,0,7,0,0.0,0,66,0.0,4.0,True
271,24.0,10.0,0.4166666666666667,4,0,0,8,10,3.0,0,190,0.0,6.0,True
272,8.0,80.0,10.0,12,0,0,6,0,5.0,1,275,13.0,11.0,False
273,38.0,68.0,1.7894736842105263,12,0,2,9,4,22.0,0,250,7.0,12.0,False
274,2.0,109.0,54.5,6,0,0,0,0,1.0,1,232,9.0,10.0,False
275,8.0,87.0,10.875,1,0,0,8,0,1.0,0,76,0.0,56.0,True
276,1.0,21.0,21.0,2,0,1,0,0,0.0,0,143,0.0,12.0,True
277,2.0,16.0,8.0,14,0,3,0,2,1.0,0,235,0.0,3.0,False
278,3.0,83.0,27.666666666666668,2,0,2,0,2,0.0,0,144,0.0,55.0,True
279,5.0,37.0,7.4,4,0,3,3,5,3.0,1,272,3.0,3.0,False
280,20.0,61.0,3.05,6,0,1,5,6,10.0,1,176,6.0,4.0,False
281,25.0,92.0,3.68,5,0,0,2,3,20.0,0,247,10.0,0.0,False
282,13.0,85.0,6.538461538461538,6,0,1,3,5,8.0,1,286,8.0,6.0,False
283,11.0,70.0,6.363636363636363,12,0,0,5,2,7.0,0,330,4.0,10.0,False
284,30.0,44.0,1.4666666666666666,10,0,3,9,7,15.0,0,377,1.0,9.0,False
285,45.0,86.0,1.9111111111111112,7,0,0,0,0,34.0,0,259,14.0,4.0,False
286,43.0,70.0,1.627906976744186,8,0,0,1,6,31.0,0,404,8.0,4.0,False
287,16.0,32.0,2.0,4,0,1,7,8,0.0,1,184,0.0,16.0,True
288,96.0,16.0,0.16666666666666666,7,0,0,2,5,10.0,1,314,1.0,0.0,False
289,20.0,90.0,4.5,3,0,0,4,5,11.0,0,149,8.0,9.0,False
290,3.0,59.0,19.666666666666668,0,0,0,0,1,0.0,0,79,0.0,35.0,True
291,21.0,88.0,4.190476190476191,5,0,2,4,6,12.0,1,133,5.0,7.0,False
292,7.0,27.0,3.857142857142857,4,0,0,7,0,2.0,1,170,0.0,18.0,True
293,16.0,44.0,2.75,4,0,0,8,8,6.0,2,77,0.0,27.0,True
294,32.0,2.0,0.0625,5,0,0,2,6,1.0,0,284,0.0,0.0,False
295,35.0,187.0,5.3428571428571425,8,0,0,7,4,24.0,0,357,57.0,39.0,False
296,30.0,87.0,2.9,9,0,0,4,3,18.0,0,297,10.0,1.0,False
297,25.0,36.0,1.44,5,1,1,3,6,17.0,0,229,3.0,3.0,False
298,41.0,10.0,0.24390243902439024,8,0,3,2,4,5.0,1,210,1.0,1.0,False
299,37.0,10.0,0.2702702702702703,5,0,2,2,2,5.0,1,196,1.0,0.0,False
300,8.0,109.0,13.625,6,0,2,6,0,5.0,0,178,10.0,26.0,False
301,37.0,64.0,1.7297297297297298,9,0,2,3,4,19.0,0,297,6.0,3.0,False
302,40.0,135.0,3.375,4,0,2,1,4,20.0,2,373,7.0,9.0,False
303,32.0,86.0,2.6875,5,1,1,5,6,20.0,1,384,16.0,14.0,False
304,54.0,82.0,1.5185185185185186,11,0,0,1,8,39.0,1,430,16.0,3.0,False
305,26.0,45.0,1.7307692307692308,12,0,0,6,6,14.0,0,152,5.0,6.0,False
306,41.0,10.0,0.24390243902439024,3,0,2,2,3,7.0,1,374,1.0,0.0,False
307,13.0,102.0,7.846153846153846,6,0,1,9,3,9.0,0,345,3.0,20.0,False
308,42.0,49.0,1.1666666666666667,7,0,2,2,6,36.0,0,223,10.0,5.0,False
309,3.0,119.0,39.666666666666664,8,0,0,0,2,2.0,1,182,8.0,30.0,False
310,33.0,22.0,0.6666666666666666,4,0,3,4,7,13.0,0,263,2.0,2.0,False
311,13.0,48.0,3.6923076923076925,7,0,1,2,2,9.0,0,247,5.0,1.0,False
312,49.0,81.0,1.653061224489796,6,0,0,2,5,37.0,0,304,9.0,3.0,False
313,6.0,102.0,17.0,4,0,0,3,3,4.0,1,245,11.0,8.0,False
314,14.0,50.0,3.5714285714285716,6,0,2,3,6,10.0,2,107,3.0,4.0,False
315,15.0,84.0,5.6,3,0,0,3,5,8.0,0,140,5.0,8.0,False
316,8.0,77.0,9.625,3,1,2,7,5,1.0,1,195,0.0,53.0,True
317,65.0,72.0,1.1076923076923078,18,0,0,0,0,53.0,0,376,14.0,3.0,False
318,61.0,51.0,0.8360655737704918,19,0,4,3,9,46.0,1,200,6.0,2.0,False
319,3.0,102.0,34.0,2,0,1,0,1,1.0,0,110,0.0,58.0,True
320,16.0,172.0,10.75,4,0,0,9,8,10.0,0,120,0.0,89.0,True
321,26.0,51.0,1.9615384615384615,3,0,0,3,7,14.0,1,210,5.0,5.0,False
322,17.0,26.0,1.5294117647058822,7,0,2,4,6,12.0,0,218,3.0,2.0,False
323,25.0,119.0,4.76,11,2,1,7,3,14.0,1,397,12.0,22.0,False
324,47.0,124.0,2.6382978723404253,8,0,1,4,5,27.0,0,108,13.0,10.0,False
325,37.0,8.0,0.21621621621621623,7,0,2,4,3,4.0,0,161,1.0,1.0,False
326,13.0,22.0,1.6923076923076923,8,0,0,9,3,7.0,0,355,1.0,5.0,False
327,36.0,169.0,4.694444444444445,13,0,2,2,4,28.0,0,497,24.0,10.0,False
328,83.0,96.0,1.1566265060240963,30,0,0,0,0,72.0,0,497,18.0,5.0,False
329,10.0,121.0,12.1,11,0,0,2,1,8.0,0,252,23.0,0.0,False
330,5.0,8.0,1.6,4,0,0,0,2,2.0,1,70,0.0,5.0,True
331,6.0,48.0,8.0,8,0,3,4,1,3.0,1,238,5.0,1.0,False
332,2.0,31.0,15.5,5,0,1,0,0,1.0,1,363,3.0,0.0,False
333,19.0,65.0,3.4210526315789473,4,0,2,7,10,2.0,0,122,0.0,40.0,True
334,2.0,96.0,48.0,9,0,3,0,0,1.0,1,376,10.0,17.0,False
335,23.0,17.0,0.7391304347826086,4,0,0,4,2,10.0,0,325,2.0,1.0,False
336,78.0,102.0,1.3076923076923077,20,0,10,3,11,57.0,0,430,12.0,5.0,False
337,11.0,14.0,1.2727272727272727,1,1,1,9,3,2.0,1,161,0.0,9.0,True
338,5.0,85.0,17.0,2,0,0,3,5,3.0,1,160,6.0,8.0,False
339,8.0,120.0,15.0,5,0,0,3,1,5.0,0,299,11.0,3.0,False
340,8.0,33.0,4.125,1,0,1,8,9,3.0,2,165,0.0,20.0,True
341,8.0,45.0,5.625,8,0,0,0,0,6.0,0,255,8.0,2.0,False
342,22.0,132.0,6.0,7,0,2,4,6,15.0,1,166,7.0,10.0,False
343,30.0,49.0,1.6333333333333333,14,0,1,8,4,19.0,0,171,2.0,6.0,False
344,1.0,57.0,57.0,14,0,0,0,2,1.0,0,173,1.0,7.0,False
345,21.0,79.0,3.761904761904762,6,0,0,2,5,13.0,1,104,7.0,7.0,False
346,25.0,55.0,2.2,14,0,4,5,6,14.0,0,215,4.0,7.0,False
347,31.0,79.0,2.5483870967741935,13,0,1,9,4,19.0,2,266,8.0,18.0,False
348,41.0,86.0,2.097560975609756,7,0,1,1,4,24.0,0,374,7.0,3.0,False
349,5.0,12.0,2.4,4,0,0,0,2,0.0,1,146,0.0,8.0,True
350,17.0,5.0,0.29411764705882354,2,0,0,2,6,3.0,0,135,0.0,0.0,False
351,27.0,19.0,0.7037037037037037,13,4,0,1,6,14.0,0,231,3.0,0.0,False
352,28.0,62.0,2.2142857142857144,3,0,0,3,1,17.0,1,365,5.0,0.0,False
353,13.0,73.0,5.615384615384615,4,0,0,7,8,3.0,0,104,0.0,44.0,True
354,51.0,175.0,3.4313725490196076,10,0,2,5,3,35.0,0,252,14.0,0.0,False
355,9.0,5.0,0.5555555555555556,6,0,2,4,1,3.0,1,396,0.0,0.0,False
356,5.0,115.0,23.0,5,2,0,4,5,3.0,0,234,10.0,10.0,False
357,19.0,83.0,4.368421052631579,7,0,2,3,6,12.0,1,295,7.0,7.0,False
358,2.0,126.0,63.0,3,0,1,0,0,1.0,2,374,18.0,2.0,False
359,31.0,29.0,0.9354838709677419,3,0,1,5,5,16.0,0,224,3.0,2.0,False
360,13.0,97.0,7.461538461538462,7,0,0,4,1,8.0,1,324,9.0,5.0,False
361,2.0,17.0,8.5,1,0,0,0,0,0.0,0,146,0.0,10.0,True
362,10.0,89.0,8.9,3,0,1,8,6,4.0,1,165,1.0,59.0,True
363,10.0,35.0,3.5,1,0,0,7,8,0.0,0,115,0.0,22.0,True
364,18.0,104.0,5.777777777777778,8,3,0,2,2,12.0,0,340,15.0,14.0,False
365,14.0,14.0,1.0,8,1,3,2,1,8.0,0,173,2.0,0.0,False
366,83.0,21.0,0.25301204819277107,6,0,0,1,6,11.0,0,260,1.0,2.0,False
367,47.0,26.0,0.5531914893617021,6,0,0,1,2,15.0,1,379,2.0,1.0,False
368,53.0,19.0,0.3584905660377358,9,0,0,7,8,10.0,2,290,3.0,4.0,False
369,25.0,22.0,0.88,5,0,0,2,3,19.0,0,419,4.0,0.0,False
370,11.0,47.0,4.2727272727272725,10,0,0,6,3,7.0,1,345,3.0,9.0,False
371,17.0,40.0,2.3529411764705883,1,0,0,8,9,3.0,1,173,0.0,28.0,True
372,42.0,36.0,0.8571428571428571,9,1,4,1,4,27.0,0,350,6.0,0.0,False
373,5.0,11.0,2.2,9,0,2,1,0,3.0,1,319,1.0,0.0,False
374,10.0,36.0,3.6,3,0,1,8,4,4.0,0,147,0.0,23.0,True
375,6.0,35.0,5.833333333333333,3,0,1,3,0,4.0,0,175,4.0,3.0,False
376,18.0,72.0,4.0,3,0,0,5,5,10.0,0,203,7.0,6.0,False
377,54.0,16.0,0.2962962962962963,11,0,0,2,6,14.0,0,407,2.0,0.0,False
378,15.0,75.0,5.0,6,0,2,2,6,9.0,0,244,4.0,6.0,False
379,2.0,26.0,13.0,3,0,0,0,2,0.0,0,94,0.0,16.0,True
380,10.0,81.0,8.1,11,0,6,2,0,9.0,0,245,13.0,7.0,False
381,22.0,7.0,0.3181818181818182,2,0,1,3,6,4.0,0,256,1.0,1.0,False
382,16.0,124.0,7.75,8,0,2,7,2,9.0,0,201,35.0,29.0,False
383,29.0,45.0,1.5517241379310345,1,0,0,7,13,0.0,2,106,0.0,28.0,True
384,40.0,106.0,2.65,10,0,1,7,8,24.0,2,193,12.0,19.0,False
385,18.0,94.0,5.222222222222222,4,0,1,7,10,8.0,1,146,0.0,59.0,True
386,11.0,24.0,2.1818181818181817,2,0,1,7,6,0.0,0,162,0.0,17.0,True
387,51.0,5.0,0.09803921568627451,10,0,0,4,4,3.0,1,271,0.0,0.0,False
388,73.0,78.0,1.0684931506849316,21,0,0,3,5,56.0,0,455,14.0,1.0,False
389,41.0,29.0,0.7073170731707317,4,0,2,4,2,16.0,0,305,3.0,0.0,False
390,1.0,92.0,92.0,3,0,0,0,2,1.0,1,336,9.0,12.0,False
391,5.0,80.0,16.0,7,0,2,3,4,3.0,1,251,6.0,7.0,False
392,75.0,55.0,0.7333333333333333,17,0,0,5,2,38.0,0,254,8.0,1.0,False
393,64.0,77.0,1.203125,12,0,0,0,0,52.0,0,435,13.0,1.0,False
394,14.0,48.0,3.4285714285714284,1,1,0,10,8,1.0,0,191,0.0,32.0,True
395,13.0,69.0,5.3076923076923075,6,2,0,1,2,7.0,1,339,9.0,3.0,False
396,46.0,11.0,0.2391304347826087,7,0,0,7,5,7.0,1,281,0.0,2.0,False
397,26.0,119.0,4.576923076923077,7,0,2,4,1,18.0,2,306,10.0,0.0,False
398,41.0,79.0,1.9268292682926829,2,0,0,2,3,23.0,1,188,6.0,8.0,False
399,24.0,65.0,2.7083333333333335,5,0,0,3,3,13.0,1,388,8.0,0.0,False
400,28.0,131.0,4.678571428571429,5,0,2,3,1,18.0,2,334,12.0,2.0,False
401,12.0,64.0,5.333333333333333,3,0,0,4,4,7.0,1,247,7.0,6.0,False
402,21.0,35.0,1.6666666666666667,11,0,0,8,4,12.0,1,205,4.0,8.0,False
403,8.0,92.0,11.5,7,0,0,5,5,5.0,1,128,10.0,8.0,False
404,64.0,73.0,1.140625,14,0,3,5,4,45.0,1,201,9.0,1.0,False
405,46.0,12.0,0.2608695652173913,12,0,0,8,9,7.0,0,350,0.0,3.0,False
406,11.0,32.0,2.909090909090909,5,0,2,3,4,7.0,2,271,2.0,3.0,False
407,38.0,78.0,2.0526315789473686,2,0,0,5,6,22.0,1,137,8.0,6.0,False
408,33.0,17.0,0.5151515151515151,7,0,2,4,2,9.0,1,310,2.0,1.0,False
409,13.0,65.0,5.0,3,1,0,2,1,7.0,0,320,9.0,2.0,False
410,24.0,67.0,2.7916666666666665,9,0,1,5,5,14.0,0,297,0.0,11.0,False
411,16.0,16.0,1.0,2,0,1,7,9,0.0,1,132,0.0,9.0,True
412,12.0,42.0,3.5,2,0,1,7,8,3.0,1,127,0.0,27.0,True
413,6.0,61.0,10.166666666666666,6,0,0,1,1,4.0,2,168,8.0,5.0,False
414,9.0,97.0,10.777777777777779,9,0,2,3,1,5.0,0,153,7.0,9.0,False
415,8.0,92.0,11.5,4,0,0,7,9,1.0,0,135,0.0,48.0,True
416,34.0,2.0,0.058823529411764705,9,0,0,2,4,2.0,1,292,0.0,0.0,False
417,12.0,1.0,0.08333333333333333,3,1,1,7,9,0.0,0,175,0.0,1.0,True
418,7.0,67.0,9.571428571428571,9,0,0,4,0,4.0,0,319,7.0,0.0,False
419,10.0,132.0,13.2,5,0,0,2,5,6.0,1,192,7.0,10.0,False
420,11.0,28.0,2.5454545454545454,4,0,2,9,9,1.0,0,124,0.0,19.0,True
421,10.0,56.0,5.6,3,0,1,4,5,6.0,1,278,5.0,4.0,False
422,22.0,62.0,2.8181818181818183,10,0,0,7,5,13.0,1,189,6.0,11.0,False
423,17.0,160.0,9.411764705882353,2,0,1,9,9,7.0,1,186,0.0,82.0,True
424,12.0,72.0,6.0,12,0,0,9,3,7.0,0,307,10.0,9.0,False
425,1.0,109.0,109.0,0,0,0,0,2,0.0,1,141,0.0,75.0,True
426,9.0,81.0,9.0,7,0,2,2,4,5.0,1,257,6.0,6.0,False
427,35.0,8.0,0.22857142857142856,4,0,2,3,2,5.0,1,392,1.0,0.0,False
428,58.0,46.0,0.7931034482758621,12,0,1,1,5,34.0,0,249,9.0,2.0,False
429,5.0,41.0,8.2,7,2,4,3,1,3.0,2,164,5.0,1.0,False
430,21.0,23.0,1.0952380952380953,3,0,0,5,5,12.0,0,110,2.0,2.0,False
431,9.0,66.0,7.333333333333333,3,0,1,8,1,0.0,0,173,0.0,40.0,True
432,22.0,29.0,1.3181818181818181,9,0,0,5,3,13.0,2,188,3.0,5.0,False
433,18.0,62.0,3.4444444444444446,13,0,3,6,4,10.0,0,197,12.0,12.0,False
434,20.0,48.0,2.4,12,0,0,0,0,15.0,0,270,8.0,0.0,False
435,51.0,26.0,0.5098039215686274,6,0,2,3,2,17.0,2,320,4.0,0.0,False
436,15.0,21.0,1.4,13,0,0,8,3,10.0,1,320,2.0,5.0,False
437,17.0,76.0,4.470588235294118,3,0,1,3,5,9.0,1,235,4.0,6.0,False
438,18.0,125.0,6.944444444444445,6,0,0,7,3,12.0,0,363,30.0,30.0,False
439,43.0,48.0,1.1162790697674418,6,0,4,4,2,29.0,1,284,6.0,0.0,False
440,67.0,12.0,0.1791044776119403,17,0,5,1,7,10.0,0,378,2.0,0.0,False
441,52.0,6.0,0.11538461538461539,10,0,1,1,8,5.0,1,404,1.0,0.0,False
442,6.0,71.0,11.833333333333334,9,0,0,5,3,3.0,1,373,9.0,10.0,False
443,6.0,90.0,15.0,13,0,0,5,3,4.0,2,386,11.0,22.0,False
